14192;4.095238
1207;4.058824
13366;4.050000
2915;4.047619
3015;4.000000
3657;4.000000
4811;4.000000
6478;4.000000
8270;4.000000
8484;4.000000
9463;4.000000
10295;4.000000
11697;4.000000
12003;4.000000
13710;4.000000
13941;4.000000
16052;4.000000
16456;4.000000
16667;4.000000
18097;4.000000
18280;4.000000
18897;4.000000
19571;4.000000
19635;4.000000
20452;4.000000
20458;4.000000
20604;4.000000
21086;4.000000
21672;4.000000
21872;4.000000
12424;3.994350
15566;3.967742
6546;3.947368
7958;3.944444
21261;3.937500
22051;3.937500
21589;3.933333
7494;3.931034
17939;3.928571
5463;3.923077
11250;3.923077
19973;3.923077
20964;3.923077
9705;3.920000
8258;3.916667
10296;3.916667
11668;3.916667
20019;3.916667
21986;3.916667
10049;3.909091
10745;3.909091
15734;3.909091
16145;3.909091
19146;3.909091
724;3.900000
8216;3.900000
18217;3.900000
20200;3.884615
696;3.882353
11521;3.880000
9676;3.875000
313;3.866667
650;3.846154
11047;3.846154
12070;3.846154
16247;3.846154
231;3.843750
3261;3.842105
16398;3.842105
17990;3.842105
144;3.833333
12559;3.833333
16300;3.833333
236;3.823529
16943;3.823529
8233;3.818182
6615;3.812500
2841;3.810811
9147;3.800000
8979;3.791667
6072;3.785714
8303;3.785714
9888;3.785714
10484;3.785714
14875;3.785714
16624;3.785714
12981;3.782609
5382;3.777778
2037;3.774194
4038;3.769231
15725;3.769231
17992;3.769231
5845;3.765957
12739;3.764706
18907;3.764706
21458;3.764706
18692;3.761905
539;3.750000
13398;3.750000
19672;3.750000
19804;3.750000
21831;3.750000
19470;3.736842
10613;3.730769
467;3.727273
1044;3.727273
7424;3.727273
10080;3.727273
11876;3.727273
19044;3.727273
510;3.722222
8015;3.722222
21387;3.722222
1089;3.714286
2750;3.700000
14111;3.700000
2077;3.692308
4645;3.692308
17960;3.692308
21345;3.692308
13969;3.681818
659;3.666667
2039;3.666667
2743;3.666667
6408;3.666667
7727;3.666667
9685;3.666667
12266;3.666667
14810;3.666667
19457;3.666667
10303;3.657143
18612;3.652174
207;3.647059
928;3.647059
8838;3.647059
9512;3.647059
17510;3.644068
2024;3.642857
8747;3.642857
9331;3.642857
10453;3.642857
16915;3.642857
678;3.636364
6113;3.636364
7993;3.636364
12668;3.636364
12798;3.636364
14441;3.636364
11907;3.628571
5208;3.625000
17947;3.619048
5583;3.615385
7772;3.615385
6075;3.612903
6087;3.609756
2520;3.600000
10068;3.600000
17654;3.600000
19918;3.600000
10763;3.588235
11742;3.588235
19876;3.588235
6966;3.583333
20423;3.583333
21802;3.583333
5480;3.578947
4769;3.571429
10434;3.571429
15944;3.571429
6316;3.564706
6502;3.562500
14081;3.562500
1382;3.555556
8246;3.545455
12004;3.545455
18232;3.545455
1744;3.538462
16869;3.538462
18157;3.538462
21069;3.538462
12212;3.533333
8253;3.529412
12160;3.523810
7933;3.521739
1281;3.518868
729;3.500000
3399;3.500000
4009;3.500000
4509;3.500000
6789;3.500000
7130;3.500000
8405;3.500000
9634;3.500000
14585;3.500000
17030;3.500000
18117;3.500000
19410;3.500000
21014;3.500000
8085;3.485714
20154;3.478261
9264;3.473684
19153;3.473684
2349;3.470588
5659;3.466667
8705;3.466667
11546;3.466667
1126;3.461538
7866;3.461538
15917;3.461538
8005;3.458333
18458;3.457143
11030;3.454545
12771;3.454545
12851;3.454545
16468;3.454545
18233;3.454545
20447;3.454545
21196;3.450000
15655;3.444444
17778;3.444444
5247;3.428571
8626;3.428571
9450;3.428571
18932;3.428571
12532;3.423077
9387;3.421053
13430;3.419355
1385;3.416667
17241;3.416667
17519;3.416667
18391;3.416667
5231;3.411765
16853;3.411765
8280;3.410256
1741;3.409091
10539;3.409091
6682;3.400000
11329;3.400000
13780;3.400000
15533;3.400000
20706;3.400000
8171;3.395833
3040;3.391304
17504;3.388889
7731;3.384615
12108;3.384615
12177;3.384615
12443;3.384615
21497;3.384615
4775;3.375000
9601;3.375000
17526;3.375000
2181;3.363636
2190;3.363636
3537;3.363636
6811;3.363636
7519;3.363636
9543;3.363636
11170;3.363636
15277;3.363636
15828;3.363636
19148;3.363636
17083;3.360000
20957;3.357143
3417;3.352941
7733;3.352941
16056;3.352941
15116;3.350000
1968;3.333333
5456;3.333333
9080;3.333333
9538;3.333333
9682;3.333333
10960;3.333333
20339;3.333333
15974;3.315789
415;3.312500
8585;3.307692
8631;3.307692
12750;3.307692
13964;3.307692
15088;3.307692
21621;3.307692
3728;3.294118
1295;3.291667
18737;3.291667
200;3.285714
2989;3.285714
6440;3.285714
9010;3.285714
9689;3.285714
14717;3.285714
16952;3.285714
17831;3.285714
20111;3.285714
9307;3.277778
11859;3.277778
3160;3.272727
4577;3.272727
4829;3.272727
13837;3.272727
14093;3.272727
17290;3.272727
19407;3.272727
21382;3.272727
1585;3.266667
4721;3.266667
6962;3.266667
17145;3.266667
20483;3.266667
2984;3.258065
2309;3.250000
2592;3.250000
4575;3.250000
4661;3.250000
5940;3.250000
6049;3.250000
6881;3.250000
9569;3.250000
10860;3.250000
15023;3.250000
15879;3.250000
16261;3.250000
17533;3.250000
20807;3.250000
21183;3.250000
7859;3.247059
14170;3.236842
2304;3.235294
4671;3.230769
7735;3.222222
8658;3.222222
12045;3.222222
16068;3.222222
17239;3.222222
19121;3.222222
2656;3.214286
13020;3.214286
20762;3.214286
18557;3.210526
5785;3.208333
6596;3.205128
3698;3.200000
7123;3.200000
7310;3.200000
15603;3.200000
16336;3.200000
18090;3.200000
18915;3.200000
19603;3.200000
22019;3.200000
19959;3.189189
15056;3.185185
1885;3.181818
1973;3.181818
5714;3.181818
6696;3.181818
8677;3.181818
11303;3.181818
11517;3.181818
11689;3.181818
13946;3.181818
16931;3.181818
20691;3.181818
21109;3.181818
4541;3.176471
12430;3.176471
16493;3.176471
22097;3.176471
5727;3.166667
6137;3.166667
8606;3.166667
9479;3.166667
9948;3.166667
10649;3.166667
12840;3.166667
13564;3.166667
16637;3.166667
2434;3.160000
17238;3.157895
2585;3.153846
6553;3.153846
15340;3.153846
20690;3.153846
21120;3.153846
1049;3.142857
1697;3.142857
3999;3.142857
8530;3.142857
10890;3.142857
12557;3.142857
20584;3.142857
20959;3.142857
10594;3.137931
14716;3.137931
5210;3.133333
16814;3.133333
17387;3.133333
20503;3.133333
3037;3.125000
10864;3.125000
13806;3.125000
14522;3.125000
8264;3.121951
20858;3.117647
19817;3.115385
3503;3.114286
10832;3.111111
13384;3.111111
14685;3.111111
21030;3.111111
21334;3.111111
132;3.100000
3026;3.100000
11729;3.100000
19226;3.100000
219;3.095238
20151;3.095238
20431;3.095238
179;3.090909
840;3.090909
1457;3.090909
3531;3.090909
3899;3.090909
5358;3.090909
5544;3.090909
6164;3.090909
6795;3.090909
7403;3.090909
10351;3.090909
11809;3.090909
13094;3.090909
13126;3.090909
13143;3.090909
13487;3.090909
17150;3.090909
17215;3.090909
18240;3.090909
20115;3.090909
3124;3.088235
7577;3.085714
464;3.083333
674;3.083333
2779;3.083333
4349;3.083333
4677;3.083333
4992;3.083333
14266;3.083333
16837;3.083333
17686;3.083333
18940;3.083333
20376;3.083333
15285;3.080000
6504;3.076923
11205;3.076923
13049;3.076923
17897;3.076923
18181;3.076923
6178;3.071429
6301;3.071429
8960;3.071429
9837;3.071429
12042;3.071429
16327;3.071429
17958;3.071429
656;3.066667
9958;3.062500
2248;3.058824
3017;3.058824
10746;3.058824
18544;3.058824
19958;3.058824
1850;3.055556
1980;3.052632
3930;3.052632
6689;3.052632
14753;3.052632
17493;3.050000
2243;3.045455
15931;3.043478
4608;3.038462
7278;3.017544
22064;3.009901
351;3.000000
405;3.000000
758;3.000000
804;3.000000
1601;3.000000
1656;3.000000
2001;3.000000
2091;3.000000
2096;3.000000
2182;3.000000
2226;3.000000
2513;3.000000
2625;3.000000
2938;3.000000
3341;3.000000
3723;3.000000
3968;3.000000
4175;3.000000
4352;3.000000
4700;3.000000
4962;3.000000
5294;3.000000
5315;3.000000
5342;3.000000
5767;3.000000
6288;3.000000
6581;3.000000
6883;3.000000
7380;3.000000
7505;3.000000
7736;3.000000
7744;3.000000
8666;3.000000
8789;3.000000
8921;3.000000
9186;3.000000
9203;3.000000
9373;3.000000
9528;3.000000
9812;3.000000
9814;3.000000
9848;3.000000
9932;3.000000
10039;3.000000
10310;3.000000
10406;3.000000
10805;3.000000
10922;3.000000
10924;3.000000
10964;3.000000
11059;3.000000
11305;3.000000
11623;3.000000
11824;3.000000
12435;3.000000
12439;3.000000
12609;3.000000
13050;3.000000
13258;3.000000
13938;3.000000
14404;3.000000
14516;3.000000
14733;3.000000
14924;3.000000
15048;3.000000
15190;3.000000
15315;3.000000
15529;3.000000
15983;3.000000
16001;3.000000
16353;3.000000
16773;3.000000
16810;3.000000
16878;3.000000
17308;3.000000
17557;3.000000
17599;3.000000
17644;3.000000
17645;3.000000
17693;3.000000
17746;3.000000
17841;3.000000
17946;3.000000
18069;3.000000
18385;3.000000
18650;3.000000
18664;3.000000
19043;3.000000
19091;3.000000
19325;3.000000
19533;3.000000
19649;3.000000
19727;3.000000
19779;3.000000
19898;3.000000
19900;3.000000
